ID;cliente;anio;mes;Total_desastres; total_gasto 
2231;Seguros Banesco;2001;noviembre;5; $34.249 
2232;Seguros Banesco;2001;diciembre;3; $16.713 
2233;Seguros Banesco;2002;enero;5; $19.284 
2234;Seguros Banesco;2002;febrero;0; $- 
2235;Seguros Banesco;2002;marzo;4; $45.644 
2236;Seguros Banesco;2002;abril;2; $13.966 
2237;Seguros Banesco;2002;mayo;0; $- 
2238;Seguros Banesco;2002;junio;0; $- 
2239;Seguros Banesco;2002;julio;3; $32.991 
2240;Seguros Banesco;2002;agosto;3; $8.075 
2241;Seguros Banesco;2002;septiembre;2; $81.235 
2242;Seguros Banesco;2002;octubre;2; $76.191 
2243;Seguros Banesco;2002;noviembre;4; $7.192 
2244;Seguros Banesco;2002;diciembre;3; $78.213 
2245;Seguros Banesco;2003;enero;0; $- 
2246;Seguros Banesco;2003;febrero;5; $7.604 
2247;Seguros Banesco;2003;marzo;1; $66.375 
2248;Seguros Banesco;2003;abril;5; $12.710 
2249;Seguros Banesco;2003;mayo;5; $19.342 
2250;Seguros Banesco;2003;junio;2; $47.612 
2251;Seguros Banesco;2003;julio;4; $16.045 
2252;Seguros Banesco;2003;agosto;2; $17.378 
2253;Seguros Banesco;2003;septiembre;4; $44.317 
2254;Seguros Banesco;2003;octubre;3; $38.213 
2255;Seguros Banesco;2003;noviembre;0; $- 
2256;Seguros Banesco;2003;diciembre;2; $70.006 
2257;Seguros Banesco;2004;enero;4; $76.888 
2258;Seguros Banesco;2004;febrero;3; $68.116 
2259;Seguros Banesco;2004;marzo;4; $37.723 
2260;Seguros Banesco;2004;abril;2; $23.496 
2261;Seguros Banesco;2004;mayo;1; $33.837 
2262;Seguros Banesco;2004;junio;1; $47.745 
2263;Seguros Banesco;2004;julio;0; $- 
2264;Seguros Banesco;2004;agosto;3; $77.303 
2265;Seguros Banesco;2004;septiembre;4; $18.244 
2266;Seguros Banesco;2004;octubre;4; $69.352 
2267;Seguros Banesco;2004;noviembre;5; $13.326 
2268;Seguros Banesco;2004;diciembre;4; $23.419 
2269;Seguros Banesco;2005;enero;0; $- 
2270;Seguros Banesco;2005;febrero;4; $86.645 
2271;Seguros Banesco;2005;marzo;4; $75.542 
2272;Seguros Banesco;2005;abril;3; $21.023 
2273;Seguros Banesco;2005;mayo;4; $18.298 
2274;Seguros Banesco;2005;junio;0; $- 
2275;Seguros Banesco;2005;julio;1; $34.856 
2276;Seguros Banesco;2005;agosto;0; $- 
2277;Seguros Banesco;2005;septiembre;3; $27.640 
2278;Seguros Banesco;2005;octubre;1; $78.037 
2279;Seguros Banesco;2005;noviembre;1; $52.490 
2280;Seguros Banesco;2005;diciembre;1; $51.492 
2281;Seguros Banesco;2006;enero;1; $71.108 
2282;Seguros Banesco;2006;febrero;1; $59.383 
2283;Seguros Banesco;2006;marzo;0; $- 
2284;Seguros Banesco;2006;abril;3; $82.825 
2285;Seguros Banesco;2006;mayo;5; $16.525 
2286;Seguros Banesco;2006;junio;2; $24.168 
2287;Seguros Banesco;2006;julio;5; $45.875 
2288;Seguros Banesco;2006;agosto;4; $7.133 
2289;Seguros Banesco;2006;septiembre;5; $19.746 
2290;Seguros Banesco;2006;octubre;4; $78.232 
2291;Seguros Banesco;2006;noviembre;5; $53.807 
2292;Seguros Banesco;2006;diciembre;1; $95.437 
2293;Seguros Banesco;2007;enero;4; $78.653 
2294;Seguros Banesco;2007;febrero;4; $17.823 
2295;Seguros Banesco;2007;marzo;1; $64.716 
2296;Seguros Banesco;2007;abril;0; $- 
2297;Seguros Banesco;2007;mayo;2; $21.912 
2298;Seguros Banesco;2007;junio;5; $77.771 
2299;Seguros Banesco;2007;julio;1; $30.788 
2300;Seguros Banesco;2007;agosto;4; $52.658 
2301;Seguros Banesco;2007;septiembre;1; $55.733 
2302;Seguros Banesco;2007;octubre;3; $47.060 
2303;Seguros Banesco;2007;noviembre;3; $32.084 
2304;Seguros Banesco;2007;diciembre;0; $- 
2305;Seguros Banesco;2008;enero;4; $16.323 
2306;Seguros Banesco;2008;febrero;3; $65.193 
2307;Seguros Banesco;2008;marzo;1; $28.124 
2308;Seguros Banesco;2008;abril;0; $- 
2309;Seguros Banesco;2008;mayo;4; $18.385 
2310;Seguros Banesco;2008;junio;2; $97.659 
2311;Seguros Banesco;2008;julio;3; $57.886 
2312;Seguros Banesco;2008;agosto;0; $- 
2313;Seguros Banesco;2008;septiembre;5; $75.902 
2314;Seguros Banesco;2008;octubre;2; $75.645 
2315;Seguros Banesco;2008;noviembre;1; $51.662 
2316;Seguros Banesco;2008;diciembre;2; $15.379 
2317;Seguros Banesco;2009;enero;5; $48.595 
2318;Seguros Banesco;2009;febrero;0; $- 
2319;Seguros Banesco;2009;marzo;1; $52.613 
2320;Seguros Banesco;2009;abril;0; $- 
2321;Seguros Banesco;2009;mayo;4; $79.191 
2322;Seguros Banesco;2009;junio;4; $30.982 
2323;Seguros Banesco;2009;julio;2; $34.247 
2324;Seguros Banesco;2009;agosto;3; $41.766 
2325;Seguros Banesco;2009;septiembre;2; $15.528 
2326;Seguros Banesco;2009;octubre;4; $64.020 
2327;Seguros Banesco;2009;noviembre;1; $88.623 
2328;Seguros Banesco;2009;diciembre;3; $77.570 
2329;Seguros Banesco;2010;enero;3; $83.972 
2330;Seguros Banesco;2010;febrero;5; $40.289 
2331;Seguros Banesco;2010;marzo;5; $46.278 
2332;Seguros Banesco;2010;abril;2; $49.518 
2333;Seguros Banesco;2010;mayo;2; $82.407 
2334;Seguros Banesco;2010;junio;3; $24.273 
2335;Seguros Banesco;2010;julio;5; $93.247 
2336;Seguros Banesco;2010;agosto;0; $- 
2337;Seguros Banesco;2010;septiembre;4; $50.339 
2338;Seguros Banesco;2010;octubre;5; $26.439 
2339;Seguros Banesco;2010;noviembre;3; $75.398 
2340;Seguros Banesco;2010;diciembre;4; $94.559 
2341;Seguros Banesco;2011;enero;4; $27.526 
2342;Seguros Banesco;2011;febrero;5; $99.565 
2343;Seguros Banesco;2011;marzo;3; $74.353 
2344;Seguros Banesco;2011;abril;5; $13.406 
2345;Seguros Banesco;2011;mayo;4; $73.333 
2346;Seguros Banesco;2011;junio;4; $13.562 
2347;Seguros Banesco;2011;julio;0; $- 
2348;Seguros Banesco;2011;agosto;2; $90.930 
2349;Seguros Banesco;2011;septiembre;0; $- 
2350;Seguros Banesco;2011;octubre;1; $16.907 
2351;Seguros Banesco;2011;noviembre;0; $- 
2352;Seguros Banesco;2011;diciembre;2; $76.776 
2353;Seguros Banesco;2012;enero;5; $13.616 
2354;Seguros Banesco;2012;febrero;2; $99.685 
2355;Seguros Banesco;2012;marzo;3; $42.756 
2356;Seguros Banesco;2012;abril;5; $92.812 
2357;Seguros Banesco;2012;mayo;3; $28.581 
2358;Seguros Banesco;2012;junio;4; $36.847 
2359;Seguros Banesco;2012;julio;5; $43.196 
2360;Seguros Banesco;2012;agosto;4; $99.262 
2361;Seguros Banesco;2012;septiembre;3; $24.530 
2362;Seguros Banesco;2012;octubre;2; $48.224 
2363;Seguros Banesco;2012;noviembre;2; $56.129 
2364;Seguros Banesco;2012;diciembre;4; $49.165 
2365;Seguros Banesco;2013;enero;3; $16.546 
2366;Seguros Banesco;2013;febrero;3; $83.243 
2367;Seguros Banesco;2013;marzo;0; $- 
2368;Seguros Banesco;2013;abril;1; $61.159 
2369;Seguros Banesco;2013;mayo;3; $73.370 
2370;Seguros Banesco;2013;junio;2; $32.553 
2371;Seguros Banesco;2013;julio;2; $37.857 
2372;Seguros Banesco;2013;agosto;0; $- 
2373;Seguros Banesco;2013;septiembre;3; $87.950 
2374;Seguros Banesco;2013;octubre;5; $89.388 
2375;Seguros Banesco;2013;noviembre;2; $50.279 
2376;Seguros Banesco;2013;diciembre;2; $16.440 
2377;Seguros Banesco;2014;enero;1; $36.035 
2378;Seguros Banesco;2014;febrero;4; $50.506 
2379;Seguros Banesco;2014;marzo;1; $76.179 
2380;Seguros Banesco;2014;abril;4; $52.261 
2381;Seguros Banesco;2014;mayo;0; $- 
2382;Seguros Banesco;2014;junio;5; $32.329 
2383;Seguros Banesco;2014;julio;3; $37.719 
2384;Seguros Banesco;2014;agosto;4; $28.531 
2385;Seguros Banesco;2014;septiembre;2; $39.479 
2386;Seguros Banesco;2014;octubre;0; $- 
2387;Seguros Banesco;2014;noviembre;5; $73.634 
2388;Seguros Banesco;2014;diciembre;0; $- 
2389;Seguros Banesco;2015;enero;5; $71.837 
2390;Seguros Banesco;2015;febrero;1; $43.025 
2391;Seguros Banesco;2015;marzo;3; $90.955 
2392;Seguros Banesco;2015;abril;1; $62.751 
2393;Seguros Banesco;2015;mayo;0; $- 
2394;Seguros Banesco;2015;junio;2; $31.735 
2395;Seguros Banesco;2015;julio;1; $40.866 
2396;Seguros Banesco;2015;agosto;3; $11.916 
2397;Seguros Banesco;2015;septiembre;3; $67.510 
2398;Seguros Banesco;2015;octubre;3; $67.696 
2399;Seguros Banesco;2015;noviembre;4; $47.460 
2400;Seguros Banesco;2015;diciembre;0; $- 
2401;Seguros Banesco;2016;enero;5; $38.048 
2402;Seguros Banesco;2016;febrero;3; $76.586 
2403;Seguros Banesco;2016;marzo;2; $90.591 
2404;Seguros Banesco;2016;abril;5; $8.236 
2405;Seguros Banesco;2016;mayo;0; $- 
2406;Seguros Banesco;2016;junio;2; $90.672 
2407;Seguros Banesco;2016;julio;4; $38.756 
2408;Seguros Banesco;2016;agosto;5; $55.480 
2409;Seguros Banesco;2016;septiembre;3; $89.853 
2410;Seguros Banesco;2016;octubre;1; $35.984 
2411;Seguros Banesco;2016;noviembre;5; $58.903 
2412;Seguros Banesco;2016;diciembre;3; $13.041 
2413;Seguros Banesco;2017;enero;3; $58.344 
2414;Seguros Banesco;2017;febrero;1; $98.921 
2415;Seguros Banesco;2017;marzo;2; $76.960 
2416;Seguros Banesco;2017;abril;1; $48.994 
2417;Seguros Banesco;2017;mayo;0; $- 
2418;Seguros Banesco;2017;junio;3; $8.805 
2419;Seguros Banesco;2017;julio;2; $58.095 
2420;Seguros Banesco;2017;agosto;5; $18.280 
2421;Seguros Banesco;2017;septiembre;2; $73.757 
2422;Seguros Banesco;2017;octubre;4; $84.823 
2423;Seguros Banesco;2017;noviembre;3; $11.984 
2424;Seguros Banesco;2017;diciembre;0; $- 
2425;Seguros Banesco;2018;enero;2; $44.209 
2426;Seguros Banesco;2018;febrero;5; $57.609 
2427;Seguros Banesco;2018;marzo;0; $- 
2428;Seguros Banesco;2018;abril;4; $74.997 
2429;Seguros Banesco;2018;mayo;4; $52.103 
2430;Seguros Banesco;2018;junio;1; $16.048 
2431;Seguros Banesco;2018;julio;5; $75.619 
2432;Seguros Banesco;2018;agosto;1; $23.622 
2433;Seguros Banesco;2018;septiembre;4; $17.350 
2434;Seguros Banesco;2018;octubre;4; $47.845 
2435;Seguros Banesco;2018;noviembre;2; $79.284 
2436;Seguros Banesco;2018;diciembre;1; $34.918 
2437;Seguros Banesco;2019;enero;0; $- 
2438;Seguros Banesco;2019;febrero;2; $51.524 
2439;Seguros Banesco;2019;marzo;4; $96.768 
2440;Seguros Banesco;2019;abril;1; $24.368 
2441;Seguros Banesco;2019;mayo;3; $19.113 
2442;Seguros Banesco;2019;junio;1; $60.856 
2443;Seguros Banesco;2019;julio;1; $9.147 
2444;Seguros Banesco;2019;agosto;1; $66.314 
2445;Seguros Banesco;2019;septiembre;0; $- 
2446;Seguros Banesco;2019;octubre;5; $61.061 
2447;Seguros Banesco;2019;noviembre;0; $- 
2448;Seguros Banesco;2019;diciembre;0; $- 
2449;Seguros Banesco;2020;enero;2; $23.330 
2450;Seguros Banesco;2020;febrero;4; $15.449 
2451;Seguros Banesco;2020;marzo;0; $- 
2452;Seguros Banesco;2020;abril;0; $- 
2453;Seguros Banesco;2020;mayo;4; $81.302 
2454;Seguros Banesco;2020;junio;0; $- 
2455;Seguros Banesco;2020;julio;5; $94.967 
2456;Seguros Banesco;2020;agosto;5; $21.296 
2457;Seguros Banesco;2020;septiembre;1; $77.101 
2458;Seguros Banesco;2020;octubre;5; $19.999 
2459;Seguros Banesco;2020;noviembre;5; $79.859 
2460;Seguros Banesco;2020;diciembre;3; $70.087 
2461;Seguros Banesco;2021;enero;5; $20.600 
2462;Seguros Banesco;2021;febrero;2; $56.905 
2463;Seguros Banesco;2021;marzo;1; $29.302 
2464;Seguros Banesco;2021;abril;1; $22.392 
2465;Seguros Banesco;2021;mayo;5; $58.435 
2466;Seguros Banesco;2021;junio;5; $74.390 
2467;Seguros Banesco;2021;julio;0; $- 
2468;Seguros Banesco;2021;agosto;0; $- 
2469;Seguros Banesco;2021;septiembre;2; $12.835 
2470;Seguros Banesco;2021;octubre;5; $65.120 
2471;Seguros Banesco;2021;noviembre;5; $8.341 
2472;Seguros Banesco;2021;diciembre;2; $13.143 
2473;Seguros Banesco;2022;enero;1; $10.029 
2474;Seguros Banesco;2022;febrero;3; $32.122 
2475;Seguros Banesco;2022;marzo;0; $- 
2476;Seguros Banesco;2022;abril;3; $10.601 
2477;Seguros Banesco;2022;mayo;3; $41.204 
2478;Seguros Banesco;2022;junio;2; $27.228 
2479;Seguros Banesco;2022;julio;0; $- 
2480;Seguros Banesco;2022;agosto;3; $14.133 
2481;Seguros Banesco;2022;septiembre;2; $91.772 
2482;Seguros Banesco;2022;octubre;2; $11.354 
2483;Seguros Banesco;2022;noviembre;4; $61.990 
2484;Seguros Banesco;2022;diciembre;5; $92.799 
2485;Seguros Mercantil;2000;enero;3; $68.059 
2486;Seguros Mercantil;2000;febrero;5; $69.886 
2487;Seguros Mercantil;2000;marzo;1; $9.133 
2488;Seguros Mercantil;2000;abril;1; $26.131 
2489;Seguros Mercantil;2000;mayo;0; $- 
2490;Seguros Mercantil;2000;junio;1; $70.799 
2491;Seguros Mercantil;2000;julio;0; $- 
2492;Seguros Mercantil;2000;agosto;1; $81.785 
2493;Seguros Mercantil;2000;septiembre;2; $57.758 
2494;Seguros Mercantil;2000;octubre;0; $- 
2495;Seguros Mercantil;2000;noviembre;1; $71.025 
2496;Seguros Mercantil;2000;diciembre;5; $69.909 
2497;Seguros Mercantil;2001;enero;4; $32.970 
2498;Seguros Mercantil;2001;febrero;1; $11.266 
2499;Seguros Mercantil;2001;marzo;3; $63.566 
2500;Seguros Mercantil;2001;abril;5; $84.685 
2501;Seguros Mercantil;2001;mayo;3; $89.607 
2502;Seguros Mercantil;2001;junio;5; $35.074 
2503;Seguros Mercantil;2001;julio;3; $67.442 
2504;Seguros Mercantil;2001;agosto;1; $99.439 
2505;Seguros Mercantil;2001;septiembre;1; $75.931 
2506;Seguros Mercantil;2001;octubre;3; $71.068 
2507;Seguros Mercantil;2001;noviembre;3; $11.403 
2508;Seguros Mercantil;2001;diciembre;5; $52.174 
2509;Seguros Mercantil;2002;enero;3; $99.930 
2510;Seguros Mercantil;2002;febrero;1; $76.670 
2511;Seguros Mercantil;2002;marzo;1; $44.818 
2512;Seguros Mercantil;2002;abril;0; $- 
2513;Seguros Mercantil;2002;mayo;2; $7.561 
2514;Seguros Mercantil;2002;junio;1; $98.978 
2515;Seguros Mercantil;2002;julio;1; $14.023 
2516;Seguros Mercantil;2002;agosto;3; $65.076 
2517;Seguros Mercantil;2002;septiembre;3; $44.058 
2518;Seguros Mercantil;2002;octubre;0; $- 
2519;Seguros Mercantil;2002;noviembre;2; $23.429 
2520;Seguros Mercantil;2002;diciembre;1; $71.647 
2521;Seguros Mercantil;2003;enero;0; $- 
2522;Seguros Mercantil;2003;febrero;1; $28.862 
2523;Seguros Mercantil;2003;marzo;5; $50.983 
2524;Seguros Mercantil;2003;abril;1; $89.394 
2525;Seguros Mercantil;2003;mayo;1; $19.411 
2526;Seguros Mercantil;2003;junio;2; $68.688 
2527;Seguros Mercantil;2003;julio;3; $85.106 
2528;Seguros Mercantil;2003;agosto;4; $64.125 
2529;Seguros Mercantil;2003;septiembre;1; $71.271 
2530;Seguros Mercantil;2003;octubre;0; $- 
2531;Seguros Mercantil;2003;noviembre;4; $26.889 
2532;Seguros Mercantil;2003;diciembre;2; $52.741 
2533;Seguros Mercantil;2004;enero;5; $5.871 
2534;Seguros Mercantil;2004;febrero;3; $42.064 
2535;Seguros Mercantil;2004;marzo;0; $- 
2536;Seguros Mercantil;2004;abril;3; $66.693 
2537;Seguros Mercantil;2004;mayo;4; $19.421 
2538;Seguros Mercantil;2004;junio;1; $12.379 
2539;Seguros Mercantil;2004;julio;1; $23.737 
2540;Seguros Mercantil;2004;agosto;2; $65.958 
2541;Seguros Mercantil;2004;septiembre;0; $- 
2542;Seguros Mercantil;2004;octubre;3; $13.998 
2543;Seguros Mercantil;2004;noviembre;1; $62.326 
2544;Seguros Mercantil;2004;diciembre;0; $- 
2545;Seguros Mercantil;2005;enero;4; $69.662 
2546;Seguros Mercantil;2005;febrero;5; $39.372 
2547;Seguros Mercantil;2005;marzo;3; $6.461 
2548;Seguros Mercantil;2005;abril;4; $45.628 
2549;Seguros Mercantil;2005;mayo;5; $28.147 
2550;Seguros Mercantil;2005;junio;4; $79.851 
2551;Seguros Mercantil;2005;julio;0; $- 
2552;Seguros Mercantil;2005;agosto;4; $20.018 
2553;Seguros Mercantil;2005;septiembre;3; $68.996 
2554;Seguros Mercantil;2005;octubre;5; $57.718 
2555;Seguros Mercantil;2005;noviembre;0; $- 
2556;Seguros Mercantil;2005;diciembre;3; $64.087 
2557;Seguros Mercantil;2006;enero;3; $12.328 
2558;Seguros Mercantil;2006;febrero;4; $22.181 
2559;Seguros Mercantil;2006;marzo;2; $38.457 
2560;Seguros Mercantil;2006;abril;1; $63.639 
2561;Seguros Mercantil;2006;mayo;5; $65.721 
2562;Seguros Mercantil;2006;junio;1; $15.591 
2563;Seguros Mercantil;2006;julio;1; $26.692 
2564;Seguros Mercantil;2006;agosto;2; $6.679 
2565;Seguros Mercantil;2006;septiembre;1; $13.711 
2566;Seguros Mercantil;2006;octubre;5; $53.938 
2567;Seguros Mercantil;2006;noviembre;5; $39.765 
2568;Seguros Mercantil;2006;diciembre;1; $89.876 
2569;Seguros Mercantil;2007;enero;5; $23.318 
2570;Seguros Mercantil;2007;febrero;0; $- 
2571;Seguros Mercantil;2007;marzo;0; $- 
2572;Seguros Mercantil;2007;abril;1; $24.958 
2573;Seguros Mercantil;2007;mayo;3; $33.194 
2574;Seguros Mercantil;2007;junio;3; $73.753 
2575;Seguros Mercantil;2007;julio;4; $15.982 
2576;Seguros Mercantil;2007;agosto;0; $- 
2577;Seguros Mercantil;2007;septiembre;5; $55.018 
2578;Seguros Mercantil;2007;octubre;2; $5.211 
2579;Seguros Mercantil;2007;noviembre;0; $- 
2580;Seguros Mercantil;2007;diciembre;4; $16.592 
2581;Seguros Mercantil;2008;enero;2; $10.361 
2582;Seguros Mercantil;2008;febrero;2; $51.080 
2583;Seguros Mercantil;2008;marzo;5; $48.979 
2584;Seguros Mercantil;2008;abril;0; $- 
2585;Seguros Mercantil;2008;mayo;0; $- 
2586;Seguros Mercantil;2008;junio;3; $51.571 
2587;Seguros Mercantil;2008;julio;3; $50.923 
2588;Seguros Mercantil;2008;agosto;2; $44.596 
2589;Seguros Mercantil;2008;septiembre;5; $16.854 
2590;Seguros Mercantil;2008;octubre;0; $- 
2591;Seguros Mercantil;2008;noviembre;3; $95.074 
2592;Seguros Mercantil;2008;diciembre;1; $68.114 
2593;Seguros Mercantil;2009;enero;3; $59.203 
2594;Seguros Mercantil;2009;febrero;0; $- 
2595;Seguros Mercantil;2009;marzo;1; $80.994 
2596;Seguros Mercantil;2009;abril;1; $23.487 
2597;Seguros Mercantil;2009;mayo;5; $50.749 
2598;Seguros Mercantil;2009;junio;0; $- 
2599;Seguros Mercantil;2009;julio;3; $15.092 
2600;Seguros Mercantil;2009;agosto;2; $28.693 
2601;Seguros Mercantil;2009;septiembre;4; $85.336 
2602;Seguros Mercantil;2009;octubre;4; $74.957 
2603;Seguros Mercantil;2009;noviembre;4; $90.405 
2604;Seguros Mercantil;2009;diciembre;3; $38.277 
2605;Seguros Mercantil;2010;enero;5; $17.973 
2606;Seguros Mercantil;2010;febrero;3; $54.182 
2607;Seguros Mercantil;2010;marzo;0; $- 
2608;Seguros Mercantil;2010;abril;4; $38.929 
2609;Seguros Mercantil;2010;mayo;1; $80.366 
2610;Seguros Mercantil;2010;junio;3; $76.252 
2611;Seguros Mercantil;2010;julio;4; $35.909 
2612;Seguros Mercantil;2010;agosto;3; $86.088 
2613;Seguros Mercantil;2010;septiembre;4; $11.654 
2614;Seguros Mercantil;2010;octubre;3; $5.868 
2615;Seguros Mercantil;2010;noviembre;2; $87.018 
2616;Seguros Mercantil;2010;diciembre;0; $- 
2617;Seguros Mercantil;2011;enero;3; $73.930 
2618;Seguros Mercantil;2011;febrero;4; $49.838 
2619;Seguros Mercantil;2011;marzo;3; $10.441 
2620;Seguros Mercantil;2011;abril;0; $- 
2621;Seguros Mercantil;2011;mayo;0; $- 
2622;Seguros Mercantil;2011;junio;4; $70.760 
2623;Seguros Mercantil;2011;julio;4; $74.552 
2624;Seguros Mercantil;2011;agosto;5; $88.619 
2625;Seguros Mercantil;2011;septiembre;3; $24.548 
2626;Seguros Mercantil;2011;octubre;0; $- 
2627;Seguros Mercantil;2011;noviembre;3; $28.956 
2628;Seguros Mercantil;2011;diciembre;1; $91.329 
2629;Seguros Mercantil;2012;enero;2; $22.462 
2630;Seguros Mercantil;2012;febrero;4; $77.813 
2631;Seguros Mercantil;2012;marzo;2; $42.737 
2632;Seguros Mercantil;2012;abril;1; $53.573 
2633;Seguros Mercantil;2012;mayo;5; $60.271 
2634;Seguros Mercantil;2012;junio;5; $5.645 
2635;Seguros Mercantil;2012;julio;1; $9.586 
2636;Seguros Mercantil;2012;agosto;3; $86.114 
2637;Seguros Mercantil;2012;septiembre;3; $37.558 
2638;Seguros Mercantil;2012;octubre;2; $84.242 
2639;Seguros Mercantil;2012;noviembre;4; $22.973 
2640;Seguros Mercantil;2012;diciembre;2; $63.152 
2641;Seguros Mercantil;2013;enero;4; $10.244 
2642;Seguros Mercantil;2013;febrero;0; $- 
2643;Seguros Mercantil;2013;marzo;3; $77.066 
2644;Seguros Mercantil;2013;abril;2; $25.184 
2645;Seguros Mercantil;2013;mayo;2; $70.769 
2646;Seguros Mercantil;2013;junio;0; $- 
2647;Seguros Mercantil;2013;julio;3; $44.436 
2648;Seguros Mercantil;2013;agosto;3; $5.317 
2649;Seguros Mercantil;2013;septiembre;5; $94.849 
2650;Seguros Mercantil;2013;octubre;5; $65.043 
2651;Seguros Mercantil;2013;noviembre;5; $64.661 
2652;Seguros Mercantil;2013;diciembre;1; $47.979 
2653;Seguros Mercantil;2014;enero;0; $- 
2654;Seguros Mercantil;2014;febrero;4; $21.672 
2655;Seguros Mercantil;2014;marzo;0; $- 
2656;Seguros Mercantil;2014;abril;0; $- 
2657;Seguros Mercantil;2014;mayo;4; $7.244 
2658;Seguros Mercantil;2014;junio;1; $45.996 
2659;Seguros Mercantil;2014;julio;5; $80.966 
2660;Seguros Mercantil;2014;agosto;1; $47.088 
2661;Seguros Mercantil;2014;septiembre;5; $86.409 
2662;Seguros Mercantil;2014;octubre;3; $5.538 
2663;Seguros Mercantil;2014;noviembre;5; $60.814 
2664;Seguros Mercantil;2014;diciembre;4; $91.867 
2665;Seguros Mercantil;2015;enero;5; $49.498 
2666;Seguros Mercantil;2015;febrero;4; $39.968 
2667;Seguros Mercantil;2015;marzo;1; $59.505 
2668;Seguros Mercantil;2015;abril;5; $71.906 
2669;Seguros Mercantil;2015;mayo;2; $37.519 
2670;Seguros Mercantil;2015;junio;3; $30.329 
2671;Seguros Mercantil;2015;julio;5; $34.123 
2672;Seguros Mercantil;2015;agosto;1; $96.278 
2673;Seguros Mercantil;2015;septiembre;1; $20.330 
2674;Seguros Mercantil;2015;octubre;0; $- 
2675;Seguros Mercantil;2015;noviembre;3; $91.538 
2676;Seguros Mercantil;2015;diciembre;0; $- 
2677;Seguros Mercantil;2016;enero;2; $45.894 
2678;Seguros Mercantil;2016;febrero;2; $8.450 
2679;Seguros Mercantil;2016;marzo;5; $79.905 
2680;Seguros Mercantil;2016;abril;3; $66.293 
2681;Seguros Mercantil;2016;mayo;1; $36.574 
2682;Seguros Mercantil;2016;junio;2; $28.632 
2683;Seguros Mercantil;2016;julio;2; $82.390 
2684;Seguros Mercantil;2016;agosto;3; $80.770 
2685;Seguros Mercantil;2016;septiembre;1; $22.380 
2686;Seguros Mercantil;2016;octubre;5; $50.061 
2687;Seguros Mercantil;2016;noviembre;0; $- 
2688;Seguros Mercantil;2016;diciembre;5; $50.982 
2689;Seguros Mercantil;2017;enero;1; $17.671 
2690;Seguros Mercantil;2017;febrero;5; $71.225 
2691;Seguros Mercantil;2017;marzo;1; $95.854 
2692;Seguros Mercantil;2017;abril;4; $86.832 
2693;Seguros Mercantil;2017;mayo;1; $15.540 
2694;Seguros Mercantil;2017;junio;5; $81.992 
2695;Seguros Mercantil;2017;julio;2; $16.303 
2696;Seguros Mercantil;2017;agosto;1; $41.855 
2697;Seguros Mercantil;2017;septiembre;0; $- 
2698;Seguros Mercantil;2017;octubre;2; $85.019 
2699;Seguros Mercantil;2017;noviembre;2; $46.233 
2700;Seguros Mercantil;2017;diciembre;2; $88.350 
2701;Seguros Mercantil;2018;enero;4; $51.768 
2702;Seguros Mercantil;2018;febrero;2; $26.505 
2703;Seguros Mercantil;2018;marzo;0; $- 
2704;Seguros Mercantil;2018;abril;2; $28.285 
2705;Seguros Mercantil;2018;mayo;3; $17.143 
2706;Seguros Mercantil;2018;junio;0; $- 
2707;Seguros Mercantil;2018;julio;5; $20.846 
2708;Seguros Mercantil;2018;agosto;0; $- 
2709;Seguros Mercantil;2018;septiembre;1; $49.438 
2710;Seguros Mercantil;2018;octubre;3; $17.104 
2711;Seguros Mercantil;2018;noviembre;0; $- 
2712;Seguros Mercantil;2018;diciembre;2; $73.220 
2713;Seguros Mercantil;2019;enero;2; $44.081 
2714;Seguros Mercantil;2019;febrero;1; $8.240 
2715;Seguros Mercantil;2019;marzo;3; $96.085 
2716;Seguros Mercantil;2019;abril;3; $41.203 
2717;Seguros Mercantil;2019;mayo;5; $18.611 
2718;Seguros Mercantil;2019;junio;3; $40.070 
2719;Seguros Mercantil;2019;julio;5; $81.706 
2720;Seguros Mercantil;2019;agosto;5; $90.494 
2721;Seguros Mercantil;2019;septiembre;3; $51.770 
2722;Seguros Mercantil;2019;octubre;2; $23.107 
2723;Seguros Mercantil;2019;noviembre;2; $89.100 
2724;Seguros Mercantil;2019;diciembre;0; $- 
2725;Seguros Mercantil;2020;enero;3; $79.547 
2726;Seguros Mercantil;2020;febrero;1; $60.260 
2727;Seguros Mercantil;2020;marzo;3; $94.371 
2728;Seguros Mercantil;2020;abril;3; $72.789 
2729;Seguros Mercantil;2020;mayo;0; $- 
2730;Seguros Mercantil;2020;junio;2; $44.915 
2731;Seguros Mercantil;2020;julio;5; $75.540 
2732;Seguros Mercantil;2020;agosto;0; $- 
2733;Seguros Mercantil;2020;septiembre;5; $16.672 
2734;Seguros Mercantil;2020;octubre;1; $72.400 
2735;Seguros Mercantil;2020;noviembre;4; $83.245 
2736;Seguros Mercantil;2020;diciembre;2; $8.258 
2737;Seguros Mercantil;2021;enero;5; $34.643 
2738;Seguros Mercantil;2021;febrero;4; $53.273 
2739;Seguros Mercantil;2021;marzo;4; $76.209 
2740;Seguros Mercantil;2021;abril;0; $- 
2741;Seguros Mercantil;2021;mayo;4; $41.749 
2742;Seguros Mercantil;2021;junio;0; $- 
2743;Seguros Mercantil;2021;julio;4; $57.010 
2744;Seguros Mercantil;2021;agosto;2; $15.091 
2745;Seguros Mercantil;2021;septiembre;2; $31.121 
